Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1987-09-28 00:00:00-04:00,3.25,3.25,3.25,3.25,600,0.0,0.0
1987-09-29 00:00:00-04:00,3.25,3.25,3.25,3.25,2400,0.0,0.0
1987-09-30 00:00:00-04:00,3.25,3.25,3.25,3.25,1500,0.0,0.0
1987-10-01 00:00:00-04:00,3.25,3.25,3.25,3.25,1800,0.0,0.0
1987-10-02 00:00:00-04:00,3.25,3.25,3.25,3.25,0,0.0,0.0
1987-10-05 00:00:00-04:00,3.25,3.25,3.25,3.25,1800,0.0,0.0
1987-10-06 00:00:00-04:00,3.0,3.0,3.0,3.0,7900,0.0,0.0
1987-10-07 00:00:00-04:00,3.0,3.0,3.0,3.0,9500,0.0,0.0
1987-10-08 00:00:00-04:00,3.0,3.0,3.0,3.0,600,0.0,0.0
1987-10-09 00:00:00-04:00,3.0,3.0,3.0,3.0,5800,0.0,0.0
1987-10-12 00:00:00-04:00,3.0,3.0,3.0,3.0,1000,0.0,0.0
1987-10-13 00:00:00-04:00,3.0,3.0,3.0,3.0,3000,0.0,0.0
1987-10-14 00:00:00-04:00,3.0,3.0,3.0,3.0,4000,0.0,0.0
1987-10-15 00:00:00-04:00,3.0,3.0,3.0,3.0,2900,0.0,0.0
1987-10-16 00:00:00-04:00,3.0,3.0,3.0,3.0,19400,0.0,0.0
1987-10-19 00:00:00-04:00,3.0,3.0,3.0,3.0,11000,0.0,0.0
1987-10-20 00:00:00-04:00,3.0,3.0,3.0,3.0,12300,0.0,0.0
1987-10-21 00:00:00-04:00,3.0,3.0,3.0,3.0,15700,0.0,0.0
1987-10-22 00:00:00-04:00,3.75,3.75,3.75,3.75,148900,0.0,0.0
1987-10-23 00:00:00-04:00,3.5,3.5,3.5,3.5,74800,0.0,0.0
1987-10-26 00:00:00-05:00,2.75,2.75,2.75,2.75,25700,0.0,0.0
1987-10-27 00:00:00-05:00,2.75,2.75,2.75,2.75,89200,0.0,0.0
1987-10-28 00:00:00-05:00,2.75,2.75,2.75,2.75,46500,0.0,0.0
1987-10-29 00:00:00-05:00,2.75,2.75,2.75,2.75,6200,0.0,0.0
1987-10-30 00:00:00-05:00,2.25,2.25,2.25,2.25,20100,0.0,0.0
1987-11-02 00:00:00-05:00,2.25,2.25,2.25,2.25,5400,0.0,0.0
1987-11-03 00:00:00-05:00,2.0,2.0,2.0,2.0,3400,0.0,0.0
1987-11-04 00:00:00-05:00,1.75,1.75,1.75,1.75,2300,0.0,0.0
1987-11-05 00:00:00-05:00,2.0,2.0,2.0,2.0,7100,0.0,0.0
1987-11-06 00:00:00-05:00,2.25,2.25,2.25,2.25,5300,0.0,0.0
1987-11-09 00:00:00-05:00,2.25,2.25,2.25,2.25,4700,0.0,0.0
1987-11-10 00:00:00-05:00,2.75,2.75,2.75,2.75,28700,0.0,0.0
1987-11-11 00:00:00-05:00,2.25,2.25,2.25,2.25,24300,0.0,0.0
1987-11-12 00:00:00-05:00,2.0,2.0,2.0,2.0,4200,0.0,0.0
1987-11-13 00:00:00-05:00,2.0,2.0,2.0,2.0,7500,0.0,0.0
1987-11-16 00:00:00-05:00,2.0,2.0,2.0,2.0,3100,0.0,0.0
1987-11-17 00:00:00-05:00,2.0,2.0,2.0,2.0,3800,0.0,0.0
1987-11-18 00:00:00-05:00,2.0,2.0,2.0,2.0,23300,0.0,0.0
1987-11-19 00:00:00-05:00,2.0,2.0,2.0,2.0,10000,0.0,0.0
1987-11-20 00:00:00-05:00,2.0,2.0,2.0,2.0,8900,0.0,0.0
1987-11-23 00:00:00-05:00,2.0,2.0,2.0,2.0,2500,0.0,0.0
1987-11-24 00:00:00-05:00,2.0,2.0,2.0,2.0,3100,0.0,0.0
1987-11-25 00:00:00-05:00,2.0,2.0,2.0,2.0,600,0.0,0.0
1987-11-27 00:00:00-05:00,2.0,2.0,2.0,2.0,1600,0.0,0.0
1987-11-30 00:00:00-05:00,2.0,2.0,2.0,2.0,500,0.0,0.0
1987-12-01 00:00:00-05:00,2.0,2.0,2.0,2.0,12100,0.0,0.0
1987-12-02 00:00:00-05:00,2.0,2.0,2.0,2.0,6200,0.0,0.0
1987-12-03 00:00:00-05:00,2.0,2.0,2.0,2.0,1800,0.0,0.0
1987-12-04 00:00:00-05:00,2.0,2.0,2.0,2.0,6300,0.0,0.0
1987-12-07 00:00:00-05:00,2.0,2.0,2.0,2.0,5700,0.0,0.0
1987-12-08 00:00:00-05:00,1.75,1.75,1.75,1.75,7200,0.0,0.0
1987-12-09 00:00:00-05:00,2.0,2.0,2.0,2.0,10200,0.0,0.0
1987-12-10 00:00:00-05:00,2.0,2.0,2.0,2.0,3000,0.0,0.0
1987-12-11 00:00:00-05:00,2.25,2.25,2.25,2.25,4600,0.0,0.0
1987-12-14 00:00:00-05:00,2.5,2.5,2.5,2.5,11500,0.0,0.0
1987-12-15 00:00:00-05:00,2.75,2.75,2.75,2.75,36200,0.0,0.0
1987-12-16 00:00:00-05:00,2.75,2.75,2.75,2.75,15100,0.0,0.0
1987-12-17 00:00:00-05:00,2.75,2.75,2.75,2.75,7800,0.0,0.0
1987-12-18 00:00:00-05:00,2.75,2.75,2.75,2.75,12800,0.0,0.0
1987-12-21 00:00:00-05:00,2.75,2.75,2.75,2.75,4600,0.0,0.0
1987-12-22 00:00:00-05:00,2.75,2.75,2.75,2.75,27300,0.0,0.0
1987-12-23 00:00:00-05:00,2.75,2.75,2.75,2.75,7200,0.0,0.0
1987-12-24 00:00:00-05:00,2.75,2.75,2.75,2.75,4300,0.0,0.0
1987-12-28 00:00:00-05:00,2.75,2.75,2.75,2.75,14700,0.0,0.0
1987-12-29 00:00:00-05:00,2.75,2.75,2.75,2.75,14900,0.0,0.0
1987-12-30 00:00:00-05:00,2.75,2.75,2.75,2.75,20700,0.0,0.0
1987-12-31 00:00:00-05:00,2.75,2.75,2.75,2.75,15900,0.0,0.0
1988-01-04 00:00:00-05:00,2.75,2.75,2.75,2.75,41400,0.0,0.0
1988-01-05 00:00:00-05:00,2.75,2.75,2.75,2.75,7800,0.0,0.0
1988-01-06 00:00:00-05:00,2.75,2.75,2.75,2.75,5400,0.0,0.0
1988-01-07 00:00:00-05:00,2.75,2.75,2.75,2.75,4000,0.0,0.0
1988-01-08 00:00:00-05:00,2.75,2.75,2.75,2.75,6900,0.0,0.0
1988-01-11 00:00:00-05:00,2.75,2.75,2.75,2.75,3400,0.0,0.0
1988-01-12 00:00:00-05:00,2.75,2.75,2.75,2.75,2000,0.0,0.0
1988-01-13 00:00:00-05:00,2.75,2.75,2.75,2.75,300,0.0,0.0
1988-01-14 00:00:00-05:00,2.75,2.75,2.75,2.75,2300,0.0,0.0
1988-01-15 00:00:00-05:00,2.75,2.75,2.75,2.75,5900,0.0,0.0
1988-01-18 00:00:00-05:00,2.75,2.75,2.75,2.75,900,0.0,0.0
1988-01-19 00:00:00-05:00,2.75,2.75,2.75,2.75,2900,0.0,0.0
1988-01-20 00:00:00-05:00,2.75,2.75,2.75,2.75,4800,0.0,0.0
1988-01-21 00:00:00-05:00,2.75,2.75,2.75,2.75,52800,0.0,0.0
1988-01-22 00:00:00-05:00,2.75,2.75,2.75,2.75,57700,0.0,0.0
1988-01-25 00:00:00-05:00,2.75,2.75,2.75,2.75,63200,0.0,0.0
1988-01-26 00:00:00-05:00,2.75,2.75,2.75,2.75,79600,0.0,0.0
1988-01-27 00:00:00-05:00,2.75,2.75,2.75,2.75,1900,0.0,0.0
1988-01-28 00:00:00-05:00,2.75,2.75,2.75,2.75,3000,0.0,0.0
1988-01-29 00:00:00-05:00,2.75,2.75,2.75,2.75,300,0.0,0.0
1988-02-01 00:00:00-05:00,2.75,2.75,2.75,2.75,6800,0.0,0.0
1988-02-02 00:00:00-05:00,2.75,2.75,2.75,2.75,4000,0.0,0.0
1988-02-03 00:00:00-05:00,2.75,2.75,2.75,2.75,4700,0.0,0.0
1988-02-04 00:00:00-05:00,2.75,2.75,2.75,2.75,7700,0.0,0.0
1988-02-05 00:00:00-05:00,2.75,2.75,2.75,2.75,8500,0.0,0.0
1988-02-08 00:00:00-05:00,2.5,2.5,2.5,2.5,3800,0.0,0.0
1988-02-09 00:00:00-05:00,2.5,2.5,2.5,2.5,3600,0.0,0.0
1988-02-10 00:00:00-05:00,2.5,2.5,2.5,2.5,1900,0.0,0.0
1988-02-11 00:00:00-05:00,2.5,2.5,2.5,2.5,1500,0.0,0.0
1988-02-12 00:00:00-05:00,2.5,2.5,2.5,2.5,1600,0.0,0.0
1988-02-16 00:00:00-05:00,2.5,2.5,2.5,2.5,2300,0.0,0.0
1988-02-17 00:00:00-05:00,2.5,2.5,2.5,2.5,17400,0.0,0.0
1988-02-18 00:00:00-05:00,2.5,2.5,2.5,2.5,100,0.0,0.0
1988-02-19 00:00:00-05:00,2.5,2.5,2.5,2.5,13300,0.0,0.0
1988-02-22 00:00:00-05:00,2.5,2.5,2.5,2.5,56300,0.0,0.0
1988-02-23 00:00:00-05:00,2.5,2.5,2.5,2.5,159800,0.0,0.0
1988-02-24 00:00:00-05:00,2.5,2.5,2.5,2.5,167000,0.0,0.0
1988-02-25 00:00:00-05:00,2.5,2.5,2.5,2.5,228500,0.0,0.0
1988-02-26 00:00:00-05:00,2.75,2.75,2.75,2.75,299600,0.0,0.0
1988-02-29 00:00:00-05:00,3.0,3.0,3.0,3.0,21200,0.0,0.0
1988-03-01 00:00:00-05:00,2.75,2.75,2.75,2.75,10500,0.0,0.0
1988-03-02 00:00:00-05:00,2.5,2.5,2.5,2.5,4100,0.0,0.0
1988-03-03 00:00:00-05:00,2.75,2.75,2.75,2.75,30700,0.0,0.0
1988-03-04 00:00:00-05:00,2.75,2.75,2.75,2.75,1200,0.0,0.0
1988-03-07 00:00:00-05:00,2.75,2.75,2.75,2.75,42500,0.0,0.0
1988-03-08 00:00:00-05:00,2.75,2.75,2.75,2.75,16200,0.0,0.0
1988-03-09 00:00:00-05:00,2.75,2.75,2.75,2.75,34100,0.0,0.0
1988-03-10 00:00:00-05:00,2.75,2.75,2.75,2.75,43900,0.0,0.0
