Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-11-13 00:00:00-05:00,4.25,4.360000133514404,3.2899999618530273,3.549999952316284,488165,0.0,0.0,0.0
2019-11-14 00:00:00-05:00,3.799999952316284,3.9700000286102295,3.319999933242798,3.950000047683716,132564,0.0,0.0,0.0
2019-11-15 00:00:00-05:00,3.950000047683716,3.950000047683716,3.5,3.5999999046325684,141173,0.0,0.0,0.0
2019-11-18 00:00:00-05:00,3.5799999237060547,3.6500000953674316,3.299999952316284,3.3399999141693115,49962,0.0,0.0,0.0
2019-11-19 00:00:00-05:00,3.3399999141693115,3.5,2.799999952316284,2.890000104904175,184184,0.0,0.0,0.0
2019-11-20 00:00:00-05:00,2.880000114440918,2.969899892807007,2.869999885559082,2.916100025177002,16725,0.0,0.0,0.0
2019-11-21 00:00:00-05:00,3.0,3.0,2.809999942779541,2.871299982070923,6568,0.0,0.0,0.0
2019-11-22 00:00:00-05:00,2.9000000953674316,2.9412999153137207,2.75,2.799999952316284,20337,0.0,0.0,0.0
2019-11-25 00:00:00-05:00,2.868799924850464,2.868799924850464,2.569999933242798,2.569999933242798,28388,0.0,0.0,0.0
2019-11-26 00:00:00-05:00,2.5399999618530273,2.569999933242798,1.7599999904632568,2.0,244122,0.0,0.0,0.0
2019-11-27 00:00:00-05:00,2.009999990463257,2.150099992752075,1.899999976158142,2.0999999046325684,136788,0.0,0.0,0.0
2019-11-29 00:00:00-05:00,2.200000047683716,2.25,2.0999999046325684,2.1500000953674316,49595,0.0,0.0,0.0
2019-12-02 00:00:00-05:00,2.130000114440918,2.2300000190734863,1.8040000200271606,1.9068000316619873,78581,0.0,0.0,0.0
2019-12-03 00:00:00-05:00,1.9500000476837158,1.993399977684021,1.8000999689102173,1.8978999853134155,20540,0.0,0.0,0.0
2019-12-04 00:00:00-05:00,2.25,2.680000066757202,1.5499999523162842,1.75,1102140,0.0,0.0,0.0
2019-12-05 00:00:00-05:00,1.7300000190734863,1.7300000190734863,1.271399974822998,1.5499999523162842,570449,0.0,0.0,0.0
2019-12-06 00:00:00-05:00,1.5099999904632568,1.7300000190734863,1.5099999904632568,1.5399999618530273,542054,0.0,0.0,0.0
2019-12-09 00:00:00-05:00,1.649999976158142,1.649999976158142,1.430299997329712,1.5099999904632568,127383,0.0,0.0,0.0
2019-12-10 00:00:00-05:00,1.4700000286102295,1.544700026512146,1.2899999618530273,1.399999976158142,215973,0.0,0.0,0.0
2019-12-11 00:00:00-05:00,1.4500000476837158,1.600000023841858,1.399999976158142,1.4800000190734863,538646,0.0,0.0,0.0
2019-12-12 00:00:00-05:00,1.600000023841858,1.600000023841858,1.4112000465393066,1.4700000286102295,208148,0.0,0.0,0.0
2019-12-13 00:00:00-05:00,1.4199999570846558,1.5399999618530273,1.4199999570846558,1.5099999904632568,225740,0.0,0.0,0.0
2019-12-16 00:00:00-05:00,1.590000033378601,1.590000033378601,1.309999942779541,1.350000023841858,280735,0.0,0.0,0.0
2019-12-17 00:00:00-05:00,1.3700000047683716,1.375,1.1900999546051025,1.2599999904632568,231650,0.0,0.0,0.0
2019-12-18 00:00:00-05:00,1.649999976158142,2.149899959564209,1.409999966621399,1.6399999856948853,15539577,0.0,0.0,0.0
2019-12-19 00:00:00-05:00,1.5700000524520874,1.5995999574661255,1.4600000381469727,1.5299999713897705,1059698,0.0,0.0,0.0
2019-12-20 00:00:00-05:00,1.5099999904632568,1.659999966621399,1.4500000476837158,1.4500000476837158,1176697,0.0,0.0,0.0
2019-12-23 00:00:00-05:00,1.6799999475479126,1.7400000095367432,1.4600000381469727,1.5299999713897705,3783715,0.0,0.0,0.0
2019-12-24 00:00:00-05:00,1.4900000095367432,1.590000033378601,1.4600000381469727,1.5199999809265137,839366,0.0,0.0,0.0
2019-12-26 00:00:00-05:00,1.5399999618530273,1.5399999618530273,1.3899999856948853,1.4700000286102295,523277,0.0,0.0,0.0
2019-12-27 00:00:00-05:00,1.4500000476837158,1.4500000476837158,1.309999942779541,1.3799999952316284,458468,0.0,0.0,0.0
2019-12-30 00:00:00-05:00,1.399999976158142,1.399999976158142,1.25,1.350000023841858,253976,0.0,0.0,0.0
2019-12-31 00:00:00-05:00,1.309999942779541,1.350000023841858,1.281000018119812,1.3300000429153442,142275,0.0,0.0,0.0
2020-01-02 00:00:00-05:00,1.350000023841858,1.4500000476837158,1.3300000429153442,1.440000057220459,493859,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,1.440000057220459,1.440000057220459,1.3700000047683716,1.3799999952316284,138840,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,1.3200000524520874,1.4599000215530396,1.309999942779541,1.340000033378601,360054,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,1.3700000047683716,1.4198999404907227,1.3463000059127808,1.3700000047683716,234174,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,1.2899999618530273,1.3600000143051147,1.2799999713897705,1.2799999713897705,260274,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,1.3200000524520874,1.339400053024292,1.25,1.2699999809265137,413860,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,1.25,1.2854000329971313,1.100000023841858,1.1799999475479126,485953,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,1.2200000286102295,1.2699999809265137,1.0700000524520874,1.2200000286102295,633375,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,1.2300000190734863,1.340000033378601,1.159999966621399,1.3200000524520874,1389829,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,1.2699999809265137,1.3697999715805054,1.1699999570846558,1.2699999809265137,1016730,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,1.2400000095367432,1.2598999738693237,1.2100000381469727,1.2100000381469727,378794,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,1.2200000286102295,1.2200000286102295,1.1399999856948853,1.1699999570846558,375909,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,1.1699999570846558,1.1710000038146973,1.0800000429153442,1.1200000047683716,672093,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,1.1200000047683716,1.149999976158142,1.090000033378601,1.090000033378601,326286,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,1.090000033378601,1.2000000476837158,1.090000033378601,1.1100000143051147,1611260,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,1.1299999952316284,1.149999976158142,1.059999942779541,1.1399999856948853,778403,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,1.1100000143051147,1.1399999856948853,1.0199999809265137,1.100000023841858,315953,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,1.0700000524520874,1.5,1.0600999593734741,1.409999966621399,3558043,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,1.2999999523162842,1.399999976158142,1.2100000381469727,1.2300000190734863,911549,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,1.2699999809265137,1.350000023841858,1.25,1.309999942779541,436925,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,1.2999999523162842,1.2999999523162842,1.1200000047683716,1.1799999475479126,356620,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,1.159999966621399,1.1735999584197998,1.059999942779541,1.1100000143051147,241422,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,1.1299999952316284,1.2000000476837158,1.0800000429153442,1.100000023841858,412099,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,1.100000023841858,1.1299999952316284,1.059999942779541,1.1004999876022339,255840,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,1.100000023841858,1.1399999856948853,1.0700000524520874,1.1200000047683716,235607,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,1.1299999952316284,1.149999976158142,1.0800000429153442,1.1200000047683716,119197,0.0,0.0,0.0
